candidate,is_prime,divisor,remainder,divisible,P_A,P_D,P_0,agreement_density,disagreement_density,zero_density
4294968683,1,11,5,0,3,5,56,0.046875,0.078125,0.875
4294968683,1,13,5,0,2,7,55,0.03125,0.109375,0.859375
4294968683,1,17,11,0,1,8,55,0.015625,0.125,0.859375
4294968683,1,19,6,0,2,7,55,0.03125,0.109375,0.859375
4294968683,1,23,19,0,2,8,54,0.03125,0.125,0.84375
4294968683,1,29,11,0,2,8,54,0.03125,0.125,0.84375
4294968683,1,31,27,0,3,7,54,0.046875,0.109375,0.84375
4294968697,1,3,1,0,1,8,55,0.015625,0.125,0.859375
4294968697,1,5,2,0,1,8,55,0.015625,0.125,0.859375
4294968697,1,7,5,0,1,9,54,0.015625,0.140625,0.84375
4294968697,1,11,8,0,2,7,55,0.03125,0.109375,0.859375
4294968697,1,13,6,0,2,7,55,0.03125,0.109375,0.859375
4294968697,1,17,8,0,2,6,56,0.03125,0.09375,0.875
4294968697,1,19,1,0,2,7,55,0.03125,0.109375,0.859375
4294968697,1,23,10,0,2,8,54,0.03125,0.125,0.84375
4294968697,1,29,25,0,3,6,55,0.046875,0.09375,0.859375
4294968697,1,31,10,0,3,7,54,0.046875,0.109375,0.84375
4294968719,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968719,1,5,4,0,2,6,56,0.03125,0.09375,0.875
4294968719,1,7,6,0,3,5,56,0.046875,0.078125,0.875
4294968719,1,11,8,0,3,5,56,0.046875,0.078125,0.875
4294968719,1,13,2,0,3,5,56,0.046875,0.078125,0.875
4294968719,1,17,13,0,1,8,55,0.015625,0.125,0.859375
4294968719,1,19,4,0,2,7,55,0.03125,0.109375,0.859375
4294968719,1,23,9,0,3,6,55,0.046875,0.09375,0.859375
4294968719,1,29,18,0,3,6,55,0.046875,0.09375,0.859375
4294968719,1,31,1,0,4,5,55,0.0625,0.078125,0.859375
4294968739,1,3,1,0,2,5,57,0.03125,0.078125,0.890625
4294968739,1,5,4,0,1,7,56,0.015625,0.109375,0.875
4294968739,1,7,5,0,2,6,56,0.03125,0.09375,0.875
4294968739,1,11,6,0,2,6,56,0.03125,0.09375,0.875
4294968739,1,13,9,0,1,8,55,0.015625,0.125,0.859375
4294968739,1,17,16,0,1,7,56,0.015625,0.109375,0.875
4294968739,1,19,5,0,2,6,56,0.03125,0.09375,0.875
4294968739,1,23,6,0,2,7,55,0.03125,0.109375,0.859375
4294968739,1,29,9,0,1,9,54,0.015625,0.140625,0.84375
4294968739,1,31,21,0,2,8,54,0.03125,0.125,0.84375
4294968767,1,3,2,0,2,8,54,0.03125,0.125,0.84375
4294968767,1,5,2,0,2,8,54,0.03125,0.125,0.84375
4294968767,1,7,5,0,3,7,54,0.046875,0.109375,0.84375
4294968767,1,11,1,0,3,7,54,0.046875,0.109375,0.84375
4294968767,1,13,11,0,3,7,54,0.046875,0.109375,0.84375
4294968767,1,17,10,0,2,8,54,0.03125,0.125,0.84375
4294968767,1,19,14,0,3,7,54,0.046875,0.109375,0.84375
4294968767,1,23,11,0,4,6,54,0.0625,0.09375,0.84375
4294968767,1,29,8,0,4,6,54,0.0625,0.09375,0.84375
4294968767,1,31,18,0,5,5,54,0.078125,0.078125,0.84375
4294968803,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968803,1,5,3,0,1,8,55,0.015625,0.125,0.859375
4294968803,1,7,6,0,2,7,55,0.03125,0.109375,0.859375
4294968803,1,11,4,0,2,7,55,0.03125,0.109375,0.859375
4294968803,1,13,8,0,1,9,54,0.015625,0.140625,0.84375
4294968803,1,17,12,0,1,8,55,0.015625,0.125,0.859375
4294968803,1,19,12,0,2,7,55,0.03125,0.109375,0.859375
4294968803,1,23,1,0,2,8,54,0.03125,0.125,0.84375
4294968803,1,29,15,0,1,10,53,0.015625,0.15625,0.828125
4294968803,1,31,23,0,2,9,53,0.03125,0.140625,0.828125
4294968809,1,3,2,0,1,8,55,0.015625,0.125,0.859375
4294968809,1,5,4,0,1,8,55,0.015625,0.125,0.859375
4294968809,1,7,5,0,1,9,54,0.015625,0.140625,0.84375
4294968809,1,11,10,0,2,7,55,0.03125,0.109375,0.859375
4294968809,1,13,1,0,2,7,55,0.03125,0.109375,0.859375
4294968809,1,17,1,0,1,8,55,0.015625,0.125,0.859375
4294968809,1,19,18,0,1,9,54,0.015625,0.140625,0.84375
4294968809,1,23,7,0,1,10,53,0.015625,0.15625,0.828125
4294968809,1,29,21,0,2,8,54,0.03125,0.125,0.84375
4294968809,1,31,29,0,2,9,53,0.03125,0.140625,0.828125
4294968827,1,3,2,0,2,8,54,0.03125,0.125,0.84375
4294968827,1,5,2,0,1,10,53,0.015625,0.15625,0.828125
4294968827,1,7,2,0,2,9,53,0.03125,0.140625,0.828125
4294968827,1,11,6,0,3,7,54,0.046875,0.109375,0.84375
4294968827,1,13,6,0,2,9,53,0.03125,0.140625,0.828125
4294968827,1,17,2,0,2,8,54,0.03125,0.125,0.84375
4294968827,1,19,17,0,3,7,54,0.046875,0.109375,0.84375
4294968827,1,23,2,0,3,8,53,0.046875,0.125,0.828125
4294968827,1,29,10,0,3,8,53,0.046875,0.125,0.828125
4294968827,1,31,16,0,4,7,53,0.0625,0.109375,0.828125
4294968833,1,3,2,0,1,4,59,0.015625,0.0625,0.921875
4294968833,1,5,3,0,1,4,59,0.015625,0.0625,0.921875
4294968833,1,7,1,0,1,5,58,0.015625,0.078125,0.90625
4294968833,1,11,1,0,1,5,58,0.015625,0.078125,0.90625
4294968833,1,13,12,0,1,5,58,0.015625,0.078125,0.90625
4294968833,1,17,8,0,1,4,59,0.015625,0.0625,0.921875
4294968833,1,19,4,0,1,5,58,0.015625,0.078125,0.90625
4294968833,1,23,8,0,1,6,57,0.015625,0.09375,0.890625
4294968833,1,29,16,0,1,6,57,0.015625,0.09375,0.890625
4294968833,1,31,22,0,1,7,56,0.015625,0.109375,0.875
4294968857,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968857,1,5,2,0,1,6,57,0.015625,0.09375,0.890625
4294968857,1,7,4,0,1,7,56,0.015625,0.109375,0.875
4294968857,1,11,3,0,2,5,57,0.03125,0.078125,0.890625
4294968857,1,13,10,0,2,5,57,0.03125,0.078125,0.890625
4294968857,1,17,15,0,2,4,58,0.03125,0.0625,0.90625
4294968857,1,19,9,0,2,5,57,0.03125,0.078125,0.890625
4294968857,1,23,9,0,2,6,56,0.03125,0.09375,0.875
4294968857,1,29,11,0,3,4,57,0.046875,0.0625,0.890625
4294968857,1,31,15,0,3,5,56,0.046875,0.078125,0.875
4294968869,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968869,1,5,4,0,2,4,58,0.03125,0.0625,0.90625
4294968869,1,7,2,0,2,5,57,0.03125,0.078125,0.890625
4294968869,1,11,4,0,1,7,56,0.015625,0.109375,0.875
4294968869,1,13,9,0,2,5,57,0.03125,0.078125,0.890625
4294968869,1,17,10,0,1,6,57,0.015625,0.09375,0.890625
4294968869,1,19,2,0,1,7,56,0.015625,0.109375,0.875
4294968869,1,23,21,0,2,6,56,0.03125,0.09375,0.875
4294968869,1,29,23,0,2,6,56,0.03125,0.09375,0.875
4294968869,1,31,27,0,2,7,55,0.03125,0.109375,0.859375
4294968877,1,3,1,0,1,7,56,0.015625,0.109375,0.875
4294968877,1,5,2,0,2,5,57,0.03125,0.078125,0.890625
4294968877,1,7,3,0,2,6,56,0.03125,0.09375,0.875
4294968877,1,11,1,0,2,6,56,0.03125,0.09375,0.875
4294968877,1,13,4,0,3,4,57,0.046875,0.0625,0.890625
4294968877,1,17,1,0,1,7,56,0.015625,0.109375,0.875
4294968877,1,19,10,0,1,8,55,0.015625,0.125,0.859375
4294968877,1,23,6,0,2,7,55,0.03125,0.109375,0.859375
4294968877,1,29,2,0,3,5,56,0.046875,0.078125,0.875
4294968877,1,31,4,0,3,6,55,0.046875,0.09375,0.859375
4294968883,1,3,1,0,2,5,57,0.03125,0.078125,0.890625
4294968883,1,5,3,0,1,7,56,0.015625,0.109375,0.875
4294968883,1,7,2,0,2,6,56,0.03125,0.09375,0.875
4294968883,1,11,7,0,2,6,56,0.03125,0.09375,0.875
4294968883,1,13,10,0,1,8,55,0.015625,0.125,0.859375
4294968883,1,17,7,0,2,5,57,0.03125,0.078125,0.890625
4294968883,1,19,16,0,3,4,57,0.046875,0.0625,0.890625
4294968883,1,23,12,0,3,5,56,0.046875,0.078125,0.875
4294968883,1,29,8,0,2,7,55,0.03125,0.109375,0.859375
4294968883,1,31,10,0,3,6,55,0.046875,0.09375,0.859375
4294968929,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968929,1,5,4,0,1,6,57,0.015625,0.09375,0.890625
4294968929,1,7,6,0,1,7,56,0.015625,0.109375,0.875
4294968929,1,11,9,0,1,7,56,0.015625,0.109375,0.875
4294968929,1,13,4,0,1,7,56,0.015625,0.109375,0.875
4294968929,1,17,2,0,1,6,57,0.015625,0.09375,0.890625
4294968929,1,19,5,0,1,7,56,0.015625,0.109375,0.875
4294968929,1,23,12,0,1,8,55,0.015625,0.125,0.859375
4294968929,1,29,25,0,1,8,55,0.015625,0.125,0.859375
4294968929,1,31,25,0,1,9,54,0.015625,0.140625,0.84375
4294968949,1,3,1,0,1,8,55,0.015625,0.125,0.859375
4294968949,1,5,4,0,2,6,56,0.03125,0.09375,0.875
4294968949,1,7,5,0,2,7,55,0.03125,0.109375,0.859375
4294968949,1,11,7,0,1,9,54,0.015625,0.140625,0.84375
4294968949,1,13,11,0,2,7,55,0.03125,0.109375,0.859375
4294968949,1,17,5,0,2,6,56,0.03125,0.09375,0.875
4294968949,1,19,6,0,2,7,55,0.03125,0.109375,0.859375
4294968949,1,23,9,0,3,6,55,0.046875,0.09375,0.859375
4294968949,1,29,16,0,3,6,55,0.046875,0.09375,0.859375
4294968949,1,31,14,0,3,7,54,0.046875,0.109375,0.84375
4294968983,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968983,1,5,3,0,2,6,56,0.03125,0.09375,0.875
4294968983,1,7,4,0,3,5,56,0.046875,0.078125,0.875
4294968983,1,11,8,0,2,7,55,0.03125,0.109375,0.859375
4294968983,1,13,6,0,2,7,55,0.03125,0.109375,0.859375
4294968983,1,17,5,0,2,6,56,0.03125,0.09375,0.875
4294968983,1,19,2,0,3,5,56,0.046875,0.078125,0.875
4294968983,1,23,20,0,4,4,56,0.0625,0.0625,0.875
4294968983,1,29,21,0,3,6,55,0.046875,0.09375,0.859375
4294968983,1,31,17,0,4,5,55,0.0625,0.078125,0.859375
4294967000,0,3,2,0,0,29,35,0.0,0.453125,0.546875
4294967000,0,5,0,1,0,29,35,0.0,0.453125,0.546875
4294967000,0,7,2,0,0,30,34,0.0,0.46875,0.53125
4294967000,0,11,5,0,1,28,35,0.015625,0.4375,0.546875
4294967000,0,13,12,0,1,28,35,0.015625,0.4375,0.546875
4294967000,0,17,11,0,1,27,36,0.015625,0.421875,0.5625
4294967000,0,19,14,0,1,28,35,0.015625,0.4375,0.546875
4294967000,0,23,15,0,1,29,34,0.015625,0.453125,0.53125
4294967000,0,29,10,0,2,27,35,0.03125,0.421875,0.546875
4294967000,0,31,18,0,2,28,34,0.03125,0.4375,0.53125
4294967001,0,3,0,1,1,28,35,0.015625,0.4375,0.546875
4294967001,0,5,1,0,1,28,35,0.015625,0.4375,0.546875
4294967001,0,7,3,0,1,29,34,0.015625,0.453125,0.53125
4294967001,0,11,6,0,2,27,35,0.03125,0.421875,0.546875
4294967001,0,13,0,1,2,27,35,0.03125,0.421875,0.546875
4294967001,0,17,12,0,2,26,36,0.03125,0.40625,0.5625
4294967001,0,19,15,0,2,27,35,0.03125,0.421875,0.546875
4294967001,0,23,16,0,2,28,34,0.03125,0.4375,0.53125
4294967001,0,29,11,0,3,26,35,0.046875,0.40625,0.546875
4294967001,0,31,19,0,3,27,34,0.046875,0.421875,0.53125
4294967002,0,3,1,0,1,28,35,0.015625,0.4375,0.546875
4294967002,0,5,2,0,0,30,34,0.0,0.46875,0.53125
4294967002,0,7,4,0,1,29,34,0.015625,0.453125,0.53125
4294967002,0,11,7,0,2,27,35,0.03125,0.421875,0.546875
4294967002,0,13,1,0,1,29,34,0.015625,0.453125,0.53125
4294967002,0,17,13,0,1,28,35,0.015625,0.4375,0.546875
4294967002,0,19,16,0,2,27,35,0.03125,0.421875,0.546875
4294967002,0,23,17,0,2,28,34,0.03125,0.4375,0.53125
4294967002,0,29,12,0,2,28,34,0.03125,0.4375,0.53125
4294967002,0,31,20,0,3,27,34,0.046875,0.421875,0.53125
4294967003,0,3,2,0,2,27,35,0.03125,0.421875,0.546875
4294967003,0,5,3,0,1,29,34,0.015625,0.453125,0.53125
4294967003,0,7,5,0,2,28,34,0.03125,0.4375,0.53125
4294967003,0,11,8,0,3,26,35,0.046875,0.40625,0.546875
4294967003,0,13,2,0,2,28,34,0.03125,0.4375,0.53125
4294967003,0,17,14,0,2,27,35,0.03125,0.421875,0.546875
4294967003,0,19,17,0,3,26,35,0.046875,0.40625,0.546875
4294967003,0,23,18,0,3,27,34,0.046875,0.421875,0.53125
4294967003,0,29,13,0,3,27,34,0.046875,0.421875,0.53125
4294967003,0,31,21,0,4,26,34,0.0625,0.40625,0.53125
4294967004,0,3,0,1,0,30,34,0.0,0.46875,0.53125
4294967004,0,5,4,0,1,28,35,0.015625,0.4375,0.546875
4294967004,0,7,6,0,1,29,34,0.015625,0.453125,0.53125
4294967004,0,11,9,0,1,29,34,0.015625,0.453125,0.53125
4294967004,0,13,3,0,2,27,35,0.03125,0.421875,0.546875
4294967004,0,17,15,0,1,28,35,0.015625,0.4375,0.546875
4294967004,0,19,18,0,1,29,34,0.015625,0.453125,0.53125
4294967004,0,23,19,0,2,28,34,0.03125,0.4375,0.53125
4294967004,0,29,14,0,3,26,35,0.046875,0.40625,0.546875
4294967004,0,31,22,0,3,27,34,0.046875,0.421875,0.53125
4294967005,0,3,1,0,1,29,34,0.015625,0.453125,0.53125
4294967005,0,5,0,1,2,27,35,0.03125,0.421875,0.546875
4294967005,0,7,0,1,2,28,34,0.03125,0.4375,0.53125
4294967005,0,11,10,0,2,28,34,0.03125,0.4375,0.53125
4294967005,0,13,4,0,3,26,35,0.046875,0.40625,0.546875
4294967005,0,17,16,0,2,27,35,0.03125,0.421875,0.546875
4294967005,0,19,0,1,2,28,34,0.03125,0.4375,0.53125
4294967005,0,23,20,0,3,27,34,0.046875,0.421875,0.53125
4294967005,0,29,15,0,4,25,35,0.0625,0.390625,0.546875
4294967005,0,31,23,0,4,26,34,0.0625,0.40625,0.53125
4294967006,0,3,2,0,1,29,34,0.015625,0.453125,0.53125
4294967006,0,5,1,0,1,29,34,0.015625,0.453125,0.53125
4294967006,0,7,1,0,2,28,34,0.03125,0.4375,0.53125
4294967006,0,11,0,1,2,28,34,0.03125,0.4375,0.53125
4294967006,0,13,5,0,2,28,34,0.03125,0.4375,0.53125
4294967006,0,17,0,1,1,29,34,0.015625,0.453125,0.53125
4294967006,0,19,1,0,2,28,34,0.03125,0.4375,0.53125
4294967006,0,23,21,0,3,27,34,0.046875,0.421875,0.53125
4294967006,0,29,16,0,3,27,34,0.046875,0.421875,0.53125
4294967006,0,31,24,0,4,26,34,0.0625,0.40625,0.53125
4294967007,0,3,0,1,2,28,34,0.03125,0.4375,0.53125
4294967007,0,5,2,0,2,28,34,0.03125,0.4375,0.53125
4294967007,0,7,2,0,3,27,34,0.046875,0.421875,0.53125
4294967007,0,11,1,0,3,27,34,0.046875,0.421875,0.53125
4294967007,0,13,6,0,3,27,34,0.046875,0.421875,0.53125
4294967007,0,17,1,0,2,28,34,0.03125,0.4375,0.53125
4294967007,0,19,2,0,3,27,34,0.046875,0.421875,0.53125
4294967007,0,23,22,0,4,26,34,0.0625,0.40625,0.53125
4294967007,0,29,17,0,4,26,34,0.0625,0.40625,0.53125
4294967007,0,31,25,0,5,25,34,0.078125,0.390625,0.53125
4294967008,0,3,1,0,0,28,36,0.0,0.4375,0.5625
4294967008,0,5,3,0,0,28,36,0.0,0.4375,0.5625
4294967008,0,7,3,0,0,29,35,0.0,0.453125,0.546875
4294967008,0,11,2,0,0,29,35,0.0,0.453125,0.546875
4294967008,0,13,7,0,0,29,35,0.0,0.453125,0.546875
4294967008,0,17,2,0,0,28,36,0.0,0.4375,0.5625
4294967008,0,19,3,0,0,29,35,0.0,0.453125,0.546875
4294967008,0,23,0,1,0,30,34,0.0,0.46875,0.53125
4294967008,0,29,18,0,0,30,34,0.0,0.46875,0.53125
4294967008,0,31,26,0,0,31,33,0.0,0.484375,0.515625
4294967009,0,3,2,0,1,27,36,0.015625,0.421875,0.5625
4294967009,0,5,4,0,1,27,36,0.015625,0.421875,0.5625
4294967009,0,7,4,0,1,28,35,0.015625,0.4375,0.546875
4294967009,0,11,3,0,1,28,35,0.015625,0.4375,0.546875
4294967009,0,13,8,0,1,28,35,0.015625,0.4375,0.546875
4294967009,0,17,3,0,1,27,36,0.015625,0.421875,0.5625
4294967009,0,19,4,0,1,28,35,0.015625,0.4375,0.546875
4294967009,0,23,1,0,1,29,34,0.015625,0.453125,0.53125
4294967009,0,29,19,0,1,29,34,0.015625,0.453125,0.53125
4294967009,0,31,27,0,1,30,33,0.015625,0.46875,0.515625
4294967010,0,3,0,1,1,27,36,0.015625,0.421875,0.5625
4294967010,0,5,0,1,0,29,35,0.0,0.453125,0.546875
4294967010,0,7,5,0,1,28,35,0.015625,0.4375,0.546875
4294967010,0,11,4,0,1,28,35,0.015625,0.4375,0.546875
4294967010,0,13,9,0,0,30,34,0.0,0.46875,0.53125
4294967010,0,17,4,0,0,29,35,0.0,0.453125,0.546875
4294967010,0,19,5,0,1,28,35,0.015625,0.4375,0.546875
4294967010,0,23,2,0,1,29,34,0.015625,0.453125,0.53125
4294967010,0,29,20,0,0,31,33,0.0,0.484375,0.515625
4294967010,0,31,28,0,1,30,33,0.015625,0.46875,0.515625
4294967011,0,3,1,0,2,26,36,0.03125,0.40625,0.5625
4294967011,0,5,1,0,1,28,35,0.015625,0.4375,0.546875
4294967011,0,7,6,0,2,27,35,0.03125,0.421875,0.546875
4294967011,0,11,5,0,2,27,35,0.03125,0.421875,0.546875
4294967011,0,13,10,0,1,29,34,0.015625,0.453125,0.53125
4294967011,0,17,5,0,1,28,35,0.015625,0.4375,0.546875
4294967011,0,19,6,0,2,27,35,0.03125,0.421875,0.546875
4294967011,0,23,3,0,2,28,34,0.03125,0.4375,0.53125
4294967011,0,29,21,0,1,30,33,0.015625,0.46875,0.515625
4294967011,0,31,29,0,2,29,33,0.03125,0.453125,0.515625
4294967012,0,3,2,0,0,29,35,0.0,0.453125,0.546875
4294967012,0,5,2,0,1,27,36,0.015625,0.421875,0.5625
4294967012,0,7,0,1,1,28,35,0.015625,0.4375,0.546875
4294967012,0,11,6,0,0,30,34,0.0,0.46875,0.53125
4294967012,0,13,11,0,1,28,35,0.015625,0.4375,0.546875
4294967012,0,17,6,0,0,29,35,0.0,0.453125,0.546875
4294967012,0,19,7,0,0,30,34,0.0,0.46875,0.53125
4294967012,0,23,4,0,1,29,34,0.015625,0.453125,0.53125
4294967012,0,29,22,0,1,29,34,0.015625,0.453125,0.53125
4294967012,0,31,30,0,1,30,33,0.015625,0.46875,0.515625
4294967013,0,3,0,1,1,28,35,0.015625,0.4375,0.546875
4294967013,0,5,3,0,2,26,36,0.03125,0.40625,0.5625
4294967013,0,7,1,0,2,27,35,0.03125,0.421875,0.546875
4294967013,0,11,7,0,1,29,34,0.015625,0.453125,0.53125
4294967013,0,13,12,0,2,27,35,0.03125,0.421875,0.546875
4294967013,0,17,7,0,1,28,35,0.015625,0.4375,0.546875
4294967013,0,19,8,0,1,29,34,0.015625,0.453125,0.53125
4294967013,0,23,5,0,2,28,34,0.03125,0.4375,0.53125
4294967013,0,29,23,0,2,28,34,0.03125,0.4375,0.53125
4294967013,0,31,0,1,2,29,33,0.03125,0.453125,0.515625
4294967014,0,3,1,0,1,28,35,0.015625,0.4375,0.546875
4294967014,0,5,4,0,1,28,35,0.015625,0.4375,0.546875
4294967014,0,7,2,0,2,27,35,0.03125,0.421875,0.546875
4294967014,0,11,8,0,1,29,34,0.015625,0.453125,0.53125
4294967014,0,13,0,1,1,29,34,0.015625,0.453125,0.53125
4294967014,0,17,8,0,0,30,34,0.0,0.46875,0.53125
4294967014,0,19,9,0,1,29,34,0.015625,0.453125,0.53125
4294967014,0,23,6,0,2,28,34,0.03125,0.4375,0.53125
4294967014,0,29,24,0,1,30,33,0.015625,0.46875,0.515625
4294967014,0,31,1,0,2,29,33,0.03125,0.453125,0.515625
4294967015,0,3,2,0,2,27,35,0.03125,0.421875,0.546875
4294967015,0,5,0,1,2,27,35,0.03125,0.421875,0.546875
4294967015,0,7,3,0,3,26,35,0.046875,0.40625,0.546875
4294967015,0,11,9,0,2,28,34,0.03125,0.4375,0.53125
4294967015,0,13,1,0,2,28,34,0.03125,0.4375,0.53125
4294967015,0,17,9,0,1,29,34,0.015625,0.453125,0.53125
4294967015,0,19,10,0,2,28,34,0.03125,0.4375,0.53125
4294967015,0,23,7,0,3,27,34,0.046875,0.421875,0.53125
4294967015,0,29,25,0,2,29,33,0.03125,0.453125,0.515625
4294967015,0,31,2,0,3,28,33,0.046875,0.4375,0.515625
4294967016,0,3,0,1,0,29,35,0.0,0.453125,0.546875
4294967016,0,5,1,0,0,29,35,0.0,0.453125,0.546875
4294967016,0,7,4,0,0,30,34,0.0,0.46875,0.53125
4294967016,0,11,10,0,1,28,35,0.015625,0.4375,0.546875
4294967016,0,13,2,0,1,28,35,0.015625,0.4375,0.546875
4294967016,0,17,10,0,0,29,35,0.0,0.453125,0.546875
4294967016,0,19,11,0,0,30,34,0.0,0.46875,0.53125
4294967016,0,23,8,0,0,31,33,0.0,0.484375,0.515625
4294967016,0,29,26,0,1,29,34,0.015625,0.453125,0.53125
4294967016,0,31,3,0,1,30,33,0.015625,0.46875,0.515625
4294967017,0,3,1,0,1,28,35,0.015625,0.4375,0.546875
4294967017,0,5,2,0,1,28,35,0.015625,0.4375,0.546875
4294967017,0,7,5,0,1,29,34,0.015625,0.453125,0.53125
4294967017,0,11,0,1,2,27,35,0.03125,0.421875,0.546875
4294967017,0,13,3,0,2,27,35,0.03125,0.421875,0.546875
4294967017,0,17,11,0,1,28,35,0.015625,0.4375,0.546875
4294967017,0,19,12,0,1,29,34,0.015625,0.453125,0.53125
4294967017,0,23,9,0,1,30,33,0.015625,0.46875,0.515625
4294967017,0,29,27,0,2,28,34,0.03125,0.4375,0.53125
4294967017,0,31,4,0,2,29,33,0.03125,0.453125,0.515625
4294967018,0,3,2,0,1,28,35,0.015625,0.4375,0.546875
4294967018,0,5,3,0,0,30,34,0.0,0.46875,0.53125
4294967018,0,7,6,0,1,29,34,0.015625,0.453125,0.53125
4294967018,0,11,1,0,2,27,35,0.03125,0.421875,0.546875
4294967018,0,13,4,0,1,29,34,0.015625,0.453125,0.53125
4294967018,0,17,12,0,0,30,34,0.0,0.46875,0.53125
4294967018,0,19,13,0,1,29,34,0.015625,0.453125,0.53125
4294967018,0,23,10,0,1,30,33,0.015625,0.46875,0.515625
4294967018,0,29,28,0,1,30,33,0.015625,0.46875,0.515625
4294967018,0,31,5,0,2,29,33,0.03125,0.453125,0.515625
4294967019,0,3,0,1,2,27,35,0.03125,0.421875,0.546875
4294967019,0,5,4,0,1,29,34,0.015625,0.453125,0.53125
4294967019,0,7,0,1,2,28,34,0.03125,0.4375,0.53125
4294967019,0,11,2,0,3,26,35,0.046875,0.40625,0.546875
4294967019,0,13,5,0,2,28,34,0.03125,0.4375,0.53125
4294967019,0,17,13,0,1,29,34,0.015625,0.453125,0.53125
4294967019,0,19,14,0,2,28,34,0.03125,0.4375,0.53125
4294967019,0,23,11,0,2,29,33,0.03125,0.453125,0.515625
4294967019,0,29,0,1,2,29,33,0.03125,0.453125,0.515625
4294967019,0,31,6,0,3,28,33,0.046875,0.4375,0.515625
4294967020,0,3,1,0,0,30,34,0.0,0.46875,0.53125
4294967020,0,5,0,1,1,28,35,0.015625,0.4375,0.546875
4294967020,0,7,1,0,1,29,34,0.015625,0.453125,0.53125
4294967020,0,11,3,0,1,29,34,0.015625,0.453125,0.53125
4294967020,0,13,6,0,2,27,35,0.03125,0.421875,0.546875
4294967020,0,17,14,0,0,30,34,0.0,0.46875,0.53125
4294967020,0,19,15,0,0,31,33,0.0,0.484375,0.515625
4294967020,0,23,12,0,1,30,33,0.015625,0.46875,0.515625
4294967020,0,29,1,0,2,28,34,0.03125,0.4375,0.53125
4294967020,0,31,7,0,2,29,33,0.03125,0.453125,0.515625
4294967021,0,3,2,0,1,29,34,0.015625,0.453125,0.53125
4294967021,0,5,1,0,2,27,35,0.03125,0.421875,0.546875
4294967021,0,7,2,0,2,28,34,0.03125,0.4375,0.53125
4294967021,0,11,4,0,2,28,34,0.03125,0.4375,0.53125
4294967021,0,13,7,0,3,26,35,0.046875,0.40625,0.546875
4294967021,0,17,15,0,1,29,34,0.015625,0.453125,0.53125
4294967021,0,19,16,0,1,30,33,0.015625,0.46875,0.515625
4294967021,0,23,13,0,2,29,33,0.03125,0.453125,0.515625
4294967021,0,29,2,0,3,27,34,0.046875,0.421875,0.53125
4294967021,0,31,8,0,3,28,33,0.046875,0.4375,0.515625
4294967022,0,3,0,1,1,29,34,0.015625,0.453125,0.53125
4294967022,0,5,2,0,1,29,34,0.015625,0.453125,0.53125
4294967022,0,7,3,0,2,28,34,0.03125,0.4375,0.53125
4294967022,0,11,5,0,2,28,34,0.03125,0.4375,0.53125
4294967022,0,13,8,0,2,28,34,0.03125,0.4375,0.53125
4294967022,0,17,16,0,0,31,33,0.0,0.484375,0.515625
4294967022,0,19,17,0,1,30,33,0.015625,0.46875,0.515625
4294967022,0,23,14,0,2,29,33,0.03125,0.453125,0.515625
4294967022,0,29,3,0,2,29,33,0.03125,0.453125,0.515625
4294967022,0,31,9,0,3,28,33,0.046875,0.4375,0.515625
4294967023,0,3,1,0,2,28,34,0.03125,0.4375,0.53125
4294967023,0,5,3,0,2,28,34,0.03125,0.4375,0.53125
4294967023,0,7,4,0,3,27,34,0.046875,0.421875,0.53125
4294967023,0,11,6,0,3,27,34,0.046875,0.421875,0.53125
4294967023,0,13,9,0,3,27,34,0.046875,0.421875,0.53125
4294967023,0,17,0,1,1,30,33,0.015625,0.46875,0.515625
4294967023,0,19,18,0,2,29,33,0.03125,0.453125,0.515625
4294967023,0,23,15,0,3,28,33,0.046875,0.4375,0.515625
4294967023,0,29,4,0,3,28,33,0.046875,0.4375,0.515625
4294967023,0,31,10,0,4,27,33,0.0625,0.421875,0.515625
4294967024,0,3,2,0,0,29,35,0.0,0.453125,0.546875
4294967024,0,5,4,0,0,29,35,0.0,0.453125,0.546875
4294967024,0,7,5,0,0,30,34,0.0,0.46875,0.53125
4294967024,0,11,7,0,0,30,34,0.0,0.46875,0.53125
4294967024,0,13,10,0,0,30,34,0.0,0.46875,0.53125
4294967024,0,17,1,0,1,27,36,0.015625,0.421875,0.5625
4294967024,0,19,0,1,1,28,35,0.015625,0.4375,0.546875
4294967024,0,23,16,0,1,29,34,0.015625,0.453125,0.53125
4294967024,0,29,5,0,1,29,34,0.015625,0.453125,0.53125
4294967024,0,31,11,0,1,30,33,0.015625,0.46875,0.515625
4294967025,0,3,0,1,1,28,35,0.015625,0.4375,0.546875
4294967025,0,5,0,1,1,28,35,0.015625,0.4375,0.546875
4294967025,0,7,6,0,1,29,34,0.015625,0.453125,0.53125
4294967025,0,11,8,0,1,29,34,0.015625,0.453125,0.53125
4294967025,0,13,11,0,1,29,34,0.015625,0.453125,0.53125
4294967025,0,17,2,0,2,26,36,0.03125,0.40625,0.5625
