candidate,is_prime,divisor,remainder,divisible,P_A,P_D,P_0,agreement_density,disagreement_density,zero_density
4294967857,1,29,26,0,2,5,57,0.03125,0.078125,0.890625
4294967857,1,31,7,0,2,6,56,0.03125,0.09375,0.875
4294967861,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294967861,1,5,1,0,2,4,58,0.03125,0.0625,0.90625
4294967861,1,7,2,0,2,5,57,0.03125,0.078125,0.890625
4294967861,1,11,8,0,1,7,56,0.015625,0.109375,0.875
4294967861,1,13,2,0,2,5,57,0.03125,0.078125,0.890625
4294967861,1,17,5,0,2,4,58,0.03125,0.0625,0.90625
4294967861,1,19,1,0,2,5,57,0.03125,0.078125,0.890625
4294967861,1,23,2,0,3,4,57,0.046875,0.0625,0.890625
4294967861,1,29,1,0,3,4,57,0.046875,0.0625,0.890625
4294967861,1,31,11,0,3,5,56,0.046875,0.078125,0.875
4294967867,1,3,2,0,2,5,57,0.03125,0.078125,0.890625
4294967867,1,5,2,0,1,7,56,0.015625,0.109375,0.875
4294967867,1,7,1,0,2,6,56,0.03125,0.09375,0.875
4294967867,1,11,3,0,3,4,57,0.046875,0.0625,0.890625
4294967867,1,13,8,0,2,6,56,0.03125,0.09375,0.875
4294967867,1,17,11,0,2,5,57,0.03125,0.078125,0.890625
4294967867,1,19,7,0,3,4,57,0.046875,0.0625,0.890625
4294967867,1,23,8,0,3,5,56,0.046875,0.078125,0.875
4294967867,1,29,7,0,3,5,56,0.046875,0.078125,0.875
4294967867,1,31,17,0,4,4,56,0.0625,0.0625,0.875
4294967891,1,3,2,0,2,4,58,0.03125,0.0625,0.90625
4294967891,1,5,1,0,1,6,57,0.015625,0.09375,0.890625
4294967891,1,7,4,0,2,5,57,0.03125,0.078125,0.890625
4294967891,1,11,5,0,2,5,57,0.03125,0.078125,0.890625
4294967891,1,13,6,0,1,7,56,0.015625,0.109375,0.875
4294967891,1,17,1,0,2,4,58,0.03125,0.0625,0.90625
4294967891,1,19,12,0,3,3,58,0.046875,0.046875,0.90625
4294967891,1,23,9,0,3,4,57,0.046875,0.0625,0.890625
4294967891,1,29,2,0,2,6,56,0.03125,0.09375,0.875
4294967891,1,31,10,0,3,5,56,0.046875,0.078125,0.875
4294967969,1,3,2,0,1,5,58,0.015625,0.078125,0.90625
4294967969,1,5,4,0,1,5,58,0.015625,0.078125,0.90625
4294967969,1,7,5,0,1,6,57,0.015625,0.09375,0.890625
4294967969,1,11,6,0,1,6,57,0.015625,0.09375,0.890625
4294967969,1,13,6,0,1,6,57,0.015625,0.09375,0.890625
4294967969,1,17,11,0,1,5,58,0.015625,0.078125,0.90625
4294967969,1,19,14,0,1,6,57,0.015625,0.09375,0.890625
4294967969,1,23,18,0,1,7,56,0.015625,0.109375,0.875
4294967969,1,29,22,0,1,7,56,0.015625,0.109375,0.875
4294967969,1,31,26,0,1,8,55,0.015625,0.125,0.859375
4294967977,1,3,1,0,1,6,57,0.015625,0.09375,0.890625
4294967977,1,5,2,0,1,6,57,0.015625,0.09375,0.890625
4294967977,1,7,6,0,1,7,56,0.015625,0.109375,0.875
4294967977,1,11,3,0,2,5,57,0.03125,0.078125,0.890625
4294967977,1,13,1,0,2,5,57,0.03125,0.078125,0.890625
4294967977,1,17,2,0,1,6,57,0.015625,0.09375,0.890625
4294967977,1,19,3,0,1,7,56,0.015625,0.109375,0.875
4294967977,1,23,3,0,1,8,55,0.015625,0.125,0.859375
4294967977,1,29,1,0,2,6,56,0.03125,0.09375,0.875
4294967977,1,31,3,0,2,7,55,0.03125,0.109375,0.859375
4294967983,1,3,1,0,2,6,56,0.03125,0.09375,0.875
4294967983,1,5,3,0,2,6,56,0.03125,0.09375,0.875
4294967983,1,7,5,0,3,5,56,0.046875,0.078125,0.875
4294967983,1,11,9,0,3,5,56,0.046875,0.078125,0.875
4294967983,1,13,7,0,3,5,56,0.046875,0.078125,0.875
4294967983,1,17,8,0,1,8,55,0.015625,0.125,0.859375
4294967983,1,19,9,0,2,7,55,0.03125,0.109375,0.859375
4294967983,1,23,9,0,3,6,55,0.046875,0.09375,0.859375
4294967983,1,29,7,0,3,6,55,0.046875,0.09375,0.859375
4294967983,1,31,9,0,4,5,55,0.0625,0.078125,0.859375
4294968001,1,3,1,0,1,5,58,0.015625,0.078125,0.90625
4294968001,1,5,1,0,1,5,58,0.015625,0.078125,0.90625
4294968001,1,7,2,0,1,6,57,0.015625,0.09375,0.890625
4294968001,1,11,5,0,1,6,57,0.015625,0.09375,0.890625
4294968001,1,13,12,0,1,6,57,0.015625,0.09375,0.890625
4294968001,1,17,9,0,1,5,58,0.015625,0.078125,0.90625
4294968001,1,19,8,0,1,6,57,0.015625,0.09375,0.890625
4294968001,1,23,4,0,1,7,56,0.015625,0.109375,0.875
4294968001,1,29,25,0,1,7,56,0.015625,0.109375,0.875
4294968001,1,31,27,0,1,8,55,0.015625,0.125,0.859375
4294968017,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968017,1,5,2,0,1,6,57,0.015625,0.09375,0.890625
4294968017,1,7,4,0,1,7,56,0.015625,0.109375,0.875
4294968017,1,11,10,0,1,7,56,0.015625,0.109375,0.875
4294968017,1,13,2,0,1,7,56,0.015625,0.109375,0.875
4294968017,1,17,8,0,2,4,58,0.03125,0.0625,0.90625
4294968017,1,19,5,0,2,5,57,0.03125,0.078125,0.890625
4294968017,1,23,20,0,2,6,56,0.03125,0.09375,0.875
4294968017,1,29,12,0,2,6,56,0.03125,0.09375,0.875
4294968017,1,31,12,0,2,7,55,0.03125,0.109375,0.859375
4294968019,1,3,1,0,2,5,57,0.03125,0.078125,0.890625
4294968019,1,5,4,0,1,7,56,0.015625,0.109375,0.875
4294968019,1,7,6,0,2,6,56,0.03125,0.09375,0.875
4294968019,1,11,1,0,2,6,56,0.03125,0.09375,0.875
4294968019,1,13,4,0,1,8,55,0.015625,0.125,0.859375
4294968019,1,17,10,0,2,5,57,0.03125,0.078125,0.890625
4294968019,1,19,7,0,3,4,57,0.046875,0.0625,0.890625
4294968019,1,23,22,0,3,5,56,0.046875,0.078125,0.875
4294968019,1,29,14,0,2,7,55,0.03125,0.109375,0.859375
4294968019,1,31,14,0,3,6,55,0.046875,0.09375,0.859375
4294968023,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968023,1,5,3,0,2,6,56,0.03125,0.09375,0.875
4294968023,1,7,3,0,3,5,56,0.046875,0.078125,0.875
4294968023,1,11,5,0,2,7,55,0.03125,0.109375,0.859375
4294968023,1,13,8,0,2,7,55,0.03125,0.109375,0.859375
4294968023,1,17,14,0,2,6,56,0.03125,0.09375,0.875
4294968023,1,19,11,0,3,5,56,0.046875,0.078125,0.875
4294968023,1,23,3,0,4,4,56,0.0625,0.0625,0.875
4294968023,1,29,18,0,3,6,55,0.046875,0.09375,0.859375
4294968023,1,31,18,0,4,5,55,0.0625,0.078125,0.859375
4294968059,1,3,2,0,2,7,55,0.03125,0.109375,0.859375
4294968059,1,5,4,0,1,9,54,0.015625,0.140625,0.84375
4294968059,1,7,4,0,2,8,54,0.03125,0.125,0.84375
4294968059,1,11,8,0,3,6,55,0.046875,0.09375,0.859375
4294968059,1,13,5,0,2,8,54,0.03125,0.125,0.84375
4294968059,1,17,16,0,2,7,55,0.03125,0.109375,0.859375
4294968059,1,19,9,0,3,6,55,0.046875,0.09375,0.859375
4294968059,1,23,16,0,3,7,54,0.046875,0.109375,0.84375
4294968059,1,29,25,0,3,7,54,0.046875,0.109375,0.84375
4294968059,1,31,23,0,4,6,54,0.0625,0.09375,0.84375
4294968101,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968101,1,5,1,0,2,4,58,0.03125,0.0625,0.90625
4294968101,1,7,4,0,2,5,57,0.03125,0.078125,0.890625
4294968101,1,11,6,0,1,7,56,0.015625,0.109375,0.875
4294968101,1,13,8,0,2,5,57,0.03125,0.078125,0.890625
4294968101,1,17,7,0,1,6,57,0.015625,0.09375,0.890625
4294968101,1,19,13,0,1,7,56,0.015625,0.109375,0.875
4294968101,1,23,12,0,2,6,56,0.03125,0.09375,0.875
4294968101,1,29,9,0,2,6,56,0.03125,0.09375,0.875
4294968101,1,31,3,0,2,7,55,0.03125,0.109375,0.859375
4294968127,1,3,1,0,2,7,55,0.03125,0.109375,0.859375
4294968127,1,5,2,0,2,7,55,0.03125,0.109375,0.859375
4294968127,1,7,2,0,3,6,55,0.046875,0.09375,0.859375
4294968127,1,11,10,0,3,6,55,0.046875,0.09375,0.859375
4294968127,1,13,8,0,3,6,55,0.046875,0.09375,0.859375
4294968127,1,17,16,0,2,7,55,0.03125,0.109375,0.859375
4294968127,1,19,1,0,3,6,55,0.046875,0.09375,0.859375
4294968127,1,23,15,0,4,5,55,0.0625,0.078125,0.859375
4294968127,1,29,6,0,4,5,55,0.0625,0.078125,0.859375
4294968127,1,31,29,0,5,4,55,0.078125,0.0625,0.859375
4294968143,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968143,1,5,3,0,2,6,56,0.03125,0.09375,0.875
4294968143,1,7,4,0,3,5,56,0.046875,0.078125,0.875
4294968143,1,11,4,0,3,5,56,0.046875,0.078125,0.875
4294968143,1,13,11,0,3,5,56,0.046875,0.078125,0.875
4294968143,1,17,15,0,1,8,55,0.015625,0.125,0.859375
4294968143,1,19,17,0,2,7,55,0.03125,0.109375,0.859375
4294968143,1,23,8,0,3,6,55,0.046875,0.09375,0.859375
4294968143,1,29,22,0,3,6,55,0.046875,0.09375,0.859375
4294968143,1,31,14,0,4,5,55,0.0625,0.078125,0.859375
4294968149,1,3,2,0,1,7,56,0.015625,0.109375,0.875
4294968149,1,5,4,0,2,5,57,0.03125,0.078125,0.890625
4294968149,1,7,3,0,2,6,56,0.03125,0.09375,0.875
4294968149,1,11,10,0,1,8,55,0.015625,0.125,0.859375
4294968149,1,13,4,0,2,6,56,0.03125,0.09375,0.875
4294968149,1,17,4,0,2,5,57,0.03125,0.078125,0.890625
4294968149,1,19,4,0,2,6,56,0.03125,0.09375,0.875
4294968149,1,23,14,0,3,5,56,0.046875,0.078125,0.875
4294968149,1,29,28,0,3,5,56,0.046875,0.078125,0.875
4294968149,1,31,20,0,3,6,55,0.046875,0.09375,0.859375
4294968173,1,3,2,0,1,8,55,0.015625,0.125,0.859375
4294968173,1,5,3,0,2,6,56,0.03125,0.09375,0.875
4294968173,1,7,6,0,2,7,55,0.03125,0.109375,0.859375
4294968173,1,11,1,0,2,7,55,0.03125,0.109375,0.859375
4294968173,1,13,2,0,3,5,56,0.046875,0.078125,0.875
4294968173,1,17,11,0,1,8,55,0.015625,0.125,0.859375
4294968173,1,19,9,0,1,9,54,0.015625,0.140625,0.84375
4294968173,1,23,15,0,2,8,54,0.03125,0.125,0.84375
4294968173,1,29,23,0,3,6,55,0.046875,0.09375,0.859375
4294968173,1,31,13,0,3,7,54,0.046875,0.109375,0.84375
4294968187,1,3,1,0,2,7,55,0.03125,0.109375,0.859375
4294968187,1,5,2,0,1,9,54,0.015625,0.140625,0.84375
4294968187,1,7,6,0,2,8,54,0.03125,0.125,0.84375
4294968187,1,11,4,0,3,6,55,0.046875,0.09375,0.859375
4294968187,1,13,3,0,2,8,54,0.03125,0.125,0.84375
4294968187,1,17,8,0,2,7,55,0.03125,0.109375,0.859375
4294968187,1,19,4,0,3,6,55,0.046875,0.09375,0.859375
4294968187,1,23,6,0,3,7,54,0.046875,0.109375,0.84375
4294968187,1,29,8,0,3,7,54,0.046875,0.109375,0.84375
4294968187,1,31,27,0,4,6,54,0.0625,0.09375,0.84375
4294968199,1,3,1,0,2,5,57,0.03125,0.078125,0.890625
4294968199,1,5,4,0,2,5,57,0.03125,0.078125,0.890625
4294968199,1,7,4,0,3,4,57,0.046875,0.0625,0.890625
4294968199,1,11,5,0,2,6,56,0.03125,0.09375,0.875
4294968199,1,13,2,0,2,6,56,0.03125,0.09375,0.875
4294968199,1,17,3,0,1,7,56,0.015625,0.109375,0.875
4294968199,1,19,16,0,2,6,56,0.03125,0.09375,0.875
4294968199,1,23,18,0,3,5,56,0.046875,0.078125,0.875
4294968199,1,29,20,0,2,7,55,0.03125,0.109375,0.859375
4294968199,1,31,8,0,3,6,55,0.046875,0.09375,0.859375
4294968211,1,3,1,0,2,5,57,0.03125,0.078125,0.890625
4294968211,1,5,1,0,1,7,56,0.015625,0.109375,0.875
4294968211,1,7,2,0,2,6,56,0.03125,0.09375,0.875
4294968211,1,11,6,0,2,6,56,0.03125,0.09375,0.875
4294968211,1,13,1,0,1,8,55,0.015625,0.125,0.859375
4294968211,1,17,15,0,2,5,57,0.03125,0.078125,0.890625
4294968211,1,19,9,0,3,4,57,0.046875,0.0625,0.890625
4294968211,1,23,7,0,3,5,56,0.046875,0.078125,0.875
4294968211,1,29,3,0,2,7,55,0.03125,0.109375,0.859375
4294968211,1,31,20,0,3,6,55,0.046875,0.09375,0.859375
4294968233,1,3,2,0,1,7,56,0.015625,0.109375,0.875
4294968233,1,5,3,0,1,7,56,0.015625,0.109375,0.875
4294968233,1,7,3,0,1,8,55,0.015625,0.125,0.859375
4294968233,1,11,6,0,2,6,56,0.03125,0.09375,0.875
4294968233,1,13,10,0,2,6,56,0.03125,0.09375,0.875
4294968233,1,17,3,0,1,7,56,0.015625,0.109375,0.875
4294968233,1,19,12,0,1,8,55,0.015625,0.125,0.859375
4294968233,1,23,6,0,1,9,54,0.015625,0.140625,0.84375
4294968233,1,29,25,0,2,7,55,0.03125,0.109375,0.859375
4294968233,1,31,11,0,2,8,54,0.03125,0.125,0.84375
4294968239,1,3,2,0,2,7,55,0.03125,0.109375,0.859375
4294968239,1,5,4,0,2,7,55,0.03125,0.109375,0.859375
4294968239,1,7,2,0,3,6,55,0.046875,0.09375,0.859375
4294968239,1,11,1,0,3,6,55,0.046875,0.09375,0.859375
4294968239,1,13,3,0,3,6,55,0.046875,0.09375,0.859375
4294968239,1,17,9,0,1,9,54,0.015625,0.140625,0.84375
4294968239,1,19,18,0,2,8,54,0.03125,0.125,0.84375
4294968239,1,23,12,0,3,7,54,0.046875,0.109375,0.84375
4294968239,1,29,2,0,3,7,54,0.046875,0.109375,0.84375
4294968239,1,31,17,0,4,6,54,0.0625,0.09375,0.84375
4294968257,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968257,1,5,2,0,1,6,57,0.015625,0.09375,0.890625
4294968257,1,7,6,0,1,7,56,0.015625,0.109375,0.875
4294968257,1,11,8,0,1,7,56,0.015625,0.109375,0.875
4294968257,1,13,8,0,1,7,56,0.015625,0.109375,0.875
4294968257,1,17,10,0,1,6,57,0.015625,0.09375,0.890625
4294968257,1,19,17,0,1,7,56,0.015625,0.109375,0.875
4294968257,1,23,7,0,1,8,55,0.015625,0.125,0.859375
4294968257,1,29,20,0,1,8,55,0.015625,0.125,0.859375
4294968257,1,31,4,0,1,9,54,0.015625,0.140625,0.84375
4294968283,1,3,1,0,2,7,55,0.03125,0.109375,0.859375
4294968283,1,5,3,0,1,9,54,0.015625,0.140625,0.84375
4294968283,1,7,4,0,2,8,54,0.03125,0.125,0.84375
4294968283,1,11,1,0,3,6,55,0.046875,0.09375,0.859375
4294968283,1,13,8,0,2,8,54,0.03125,0.125,0.84375
4294968283,1,17,2,0,2,7,55,0.03125,0.109375,0.859375
4294968283,1,19,5,0,3,6,55,0.046875,0.09375,0.859375
4294968283,1,23,10,0,3,7,54,0.046875,0.109375,0.84375
4294968283,1,29,17,0,3,7,54,0.046875,0.109375,0.84375
4294968283,1,31,30,0,4,6,54,0.0625,0.09375,0.84375
4294968287,1,3,2,0,2,8,54,0.03125,0.125,0.84375
4294968287,1,5,2,0,2,8,54,0.03125,0.125,0.84375
4294968287,1,7,1,0,3,7,54,0.046875,0.109375,0.84375
4294968287,1,11,5,0,3,7,54,0.046875,0.109375,0.84375
4294968287,1,13,12,0,3,7,54,0.046875,0.109375,0.84375
4294968287,1,17,6,0,2,8,54,0.03125,0.125,0.84375
4294968287,1,19,9,0,3,7,54,0.046875,0.109375,0.84375
4294968287,1,23,14,0,4,6,54,0.0625,0.09375,0.84375
4294968287,1,29,21,0,4,6,54,0.0625,0.09375,0.84375
4294968287,1,31,3,0,5,5,54,0.078125,0.078125,0.84375
4294968289,1,3,1,0,1,7,56,0.015625,0.109375,0.875
4294968289,1,5,4,0,1,7,56,0.015625,0.109375,0.875
4294968289,1,7,3,0,1,8,55,0.015625,0.125,0.859375
4294968289,1,11,7,0,1,8,55,0.015625,0.125,0.859375
4294968289,1,13,1,0,1,8,55,0.015625,0.125,0.859375
4294968289,1,17,8,0,1,7,56,0.015625,0.109375,0.875
4294968289,1,19,11,0,1,8,55,0.015625,0.125,0.859375
4294968289,1,23,16,0,1,9,54,0.015625,0.140625,0.84375
4294968289,1,29,23,0,1,9,54,0.015625,0.140625,0.84375
4294968289,1,31,5,0,1,10,53,0.015625,0.15625,0.828125
4294968317,1,3,2,0,1,10,53,0.015625,0.15625,0.828125
4294968317,1,5,2,0,2,8,54,0.03125,0.125,0.84375
4294968317,1,7,3,0,2,9,53,0.03125,0.140625,0.828125
4294968317,1,11,2,0,2,9,53,0.03125,0.140625,0.828125
4294968317,1,13,3,0,3,7,54,0.046875,0.109375,0.84375
4294968317,1,17,2,0,2,8,54,0.03125,0.125,0.84375
4294968317,1,19,1,0,2,9,53,0.03125,0.140625,0.828125
4294968317,1,23,21,0,3,8,53,0.046875,0.125,0.828125
4294968317,1,29,22,0,4,6,54,0.0625,0.09375,0.84375
4294968317,1,31,2,0,4,7,53,0.0625,0.109375,0.828125
4294968329,1,3,2,0,1,4,59,0.015625,0.0625,0.921875
4294968329,1,5,4,0,1,4,59,0.015625,0.0625,0.921875
4294968329,1,7,1,0,1,5,58,0.015625,0.078125,0.90625
4294968329,1,11,3,0,2,3,59,0.03125,0.046875,0.921875
4294968329,1,13,2,0,2,3,59,0.03125,0.046875,0.921875
4294968329,1,17,14,0,1,4,59,0.015625,0.0625,0.921875
4294968329,1,19,13,0,1,5,58,0.015625,0.078125,0.90625
4294968329,1,23,10,0,1,6,57,0.015625,0.09375,0.890625
4294968329,1,29,5,0,2,4,58,0.03125,0.0625,0.90625
4294968329,1,31,14,0,2,5,57,0.03125,0.078125,0.890625
4294968331,1,3,1,0,2,3,59,0.03125,0.046875,0.921875
4294968331,1,5,1,0,1,5,58,0.015625,0.078125,0.90625
4294968331,1,7,3,0,2,4,58,0.03125,0.0625,0.90625
4294968331,1,11,5,0,3,2,59,0.046875,0.03125,0.921875
4294968331,1,13,4,0,2,4,58,0.03125,0.0625,0.90625
4294968331,1,17,16,0,1,5,58,0.015625,0.078125,0.90625
4294968331,1,19,15,0,2,4,58,0.03125,0.0625,0.90625
4294968331,1,23,12,0,2,5,57,0.03125,0.078125,0.890625
4294968331,1,29,7,0,2,5,57,0.03125,0.078125,0.890625
4294968331,1,31,16,0,3,4,57,0.046875,0.0625,0.890625
4294968347,1,3,2,0,2,4,58,0.03125,0.0625,0.90625
4294968347,1,5,2,0,1,6,57,0.015625,0.09375,0.890625
4294968347,1,7,5,0,2,5,57,0.03125,0.078125,0.890625
4294968347,1,11,10,0,3,3,58,0.046875,0.046875,0.90625
4294968347,1,13,7,0,2,5,57,0.03125,0.078125,0.890625
4294968347,1,17,15,0,2,4,58,0.03125,0.0625,0.90625
4294968347,1,19,12,0,3,3,58,0.046875,0.046875,0.90625
4294968347,1,23,5,0,3,4,57,0.046875,0.0625,0.890625
4294968347,1,29,23,0,3,4,57,0.046875,0.0625,0.890625
4294968347,1,31,1,0,4,3,57,0.0625,0.046875,0.890625
4294968371,1,3,2,0,2,4,58,0.03125,0.0625,0.90625
4294968371,1,5,1,0,1,6,57,0.015625,0.09375,0.890625
4294968371,1,7,1,0,2,5,57,0.03125,0.078125,0.890625
4294968371,1,11,1,0,2,5,57,0.03125,0.078125,0.890625
4294968371,1,13,5,0,1,7,56,0.015625,0.109375,0.875
4294968371,1,17,5,0,2,4,58,0.03125,0.0625,0.90625
4294968371,1,19,17,0,3,3,58,0.046875,0.046875,0.90625
4294968371,1,23,6,0,3,4,57,0.046875,0.0625,0.890625
4294968371,1,29,18,0,2,6,56,0.03125,0.09375,0.875
4294968371,1,31,25,0,3,5,56,0.046875,0.078125,0.875
4294968389,1,3,2,0,1,5,58,0.015625,0.078125,0.90625
4294968389,1,5,4,0,2,3,59,0.03125,0.046875,0.921875
4294968389,1,7,5,0,2,4,58,0.03125,0.0625,0.90625
4294968389,1,11,8,0,1,6,57,0.015625,0.09375,0.890625
4294968389,1,13,10,0,2,4,58,0.03125,0.0625,0.90625
4294968389,1,17,6,0,1,5,58,0.015625,0.078125,0.90625
4294968389,1,19,16,0,1,6,57,0.015625,0.09375,0.890625
4294968389,1,23,1,0,2,5,57,0.03125,0.078125,0.890625
4294968389,1,29,7,0,2,5,57,0.03125,0.078125,0.890625
4294968389,1,31,12,0,2,6,56,0.03125,0.09375,0.875
4294968401,1,3,2,0,1,5,58,0.015625,0.078125,0.90625
4294968401,1,5,1,0,1,5,58,0.015625,0.078125,0.90625
4294968401,1,7,3,0,1,6,57,0.015625,0.09375,0.890625
4294968401,1,11,9,0,1,6,57,0.015625,0.09375,0.890625
4294968401,1,13,9,0,1,6,57,0.015625,0.09375,0.890625
4294968401,1,17,1,0,2,3,59,0.03125,0.046875,0.921875
4294968401,1,19,9,0,2,4,58,0.03125,0.0625,0.90625
4294968401,1,23,13,0,2,5,57,0.03125,0.078125,0.890625
4294968401,1,29,19,0,2,5,57,0.03125,0.078125,0.890625
4294968401,1,31,24,0,2,6,56,0.03125,0.09375,0.875
4294968409,1,3,1,0,1,6,57,0.015625,0.09375,0.890625
4294968409,1,5,4,0,1,6,57,0.015625,0.09375,0.890625
4294968409,1,7,4,0,1,7,56,0.015625,0.109375,0.875
4294968409,1,11,6,0,2,5,57,0.03125,0.078125,0.890625
4294968409,1,13,4,0,2,5,57,0.03125,0.078125,0.890625
4294968409,1,17,9,0,2,4,58,0.03125,0.0625,0.90625
4294968409,1,19,17,0,2,5,57,0.03125,0.078125,0.890625
4294968409,1,23,21,0,2,6,56,0.03125,0.09375,0.875
4294968409,1,29,27,0,3,4,57,0.046875,0.0625,0.890625
4294968409,1,31,1,0,3,5,56,0.046875,0.078125,0.875
4294968413,1,3,2,0,1,7,56,0.015625,0.109375,0.875
4294968413,1,5,3,0,2,5,57,0.03125,0.078125,0.890625
4294968413,1,7,1,0,2,6,56,0.03125,0.09375,0.875
4294968413,1,11,10,0,2,6,56,0.03125,0.09375,0.875
4294968413,1,13,8,0,3,4,57,0.046875,0.0625,0.890625
4294968413,1,17,13,0,2,5,57,0.03125,0.078125,0.890625
4294968413,1,19,2,0,2,6,56,0.03125,0.09375,0.875
4294968413,1,23,2,0,3,5,56,0.046875,0.078125,0.875
4294968413,1,29,2,0,4,3,57,0.0625,0.046875,0.890625
4294968413,1,31,5,0,4,4,56,0.0625,0.0625,0.875
4294968479,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968479,1,5,4,0,2,6,56,0.03125,0.09375,0.875
4294968479,1,7,4,0,3,5,56,0.046875,0.078125,0.875
4294968479,1,11,10,0,3,5,56,0.046875,0.078125,0.875
4294968479,1,13,9,0,3,5,56,0.046875,0.078125,0.875
4294968479,1,17,11,0,2,6,56,0.03125,0.09375,0.875
4294968479,1,19,11,0,3,5,56,0.046875,0.078125,0.875
4294968479,1,23,22,0,4,4,56,0.0625,0.0625,0.875
4294968479,1,29,10,0,4,4,56,0.0625,0.0625,0.875
4294968479,1,31,9,0,5,3,56,0.078125,0.046875,0.875
4294968481,1,3,1,0,1,5,58,0.015625,0.078125,0.90625
4294968481,1,5,1,0,1,5,58,0.015625,0.078125,0.90625
4294968481,1,7,6,0,1,6,57,0.015625,0.09375,0.890625
4294968481,1,11,1,0,1,6,57,0.015625,0.09375,0.890625
4294968481,1,13,11,0,1,6,57,0.015625,0.09375,0.890625
4294968481,1,17,13,0,1,5,58,0.015625,0.078125,0.90625
4294968481,1,19,13,0,1,6,57,0.015625,0.09375,0.890625
4294968481,1,23,1,0,1,7,56,0.015625,0.109375,0.875
4294968481,1,29,12,0,1,7,56,0.015625,0.109375,0.875
4294968481,1,31,11,0,1,8,55,0.015625,0.125,0.859375
4294968521,1,3,2,0,1,6,57,0.015625,0.09375,0.890625
4294968521,1,5,1,0,1,6,57,0.015625,0.09375,0.890625
4294968521,1,7,4,0,1,7,56,0.015625,0.109375,0.875
4294968521,1,11,8,0,2,5,57,0.03125,0.078125,0.890625
4294968521,1,13,12,0,2,5,57,0.03125,0.078125,0.890625
4294968521,1,17,2,0,1,6,57,0.015625,0.09375,0.890625
4294968521,1,19,15,0,1,7,56,0.015625,0.109375,0.875
4294968521,1,23,18,0,1,8,55,0.015625,0.125,0.859375
4294968521,1,29,23,0,2,6,56,0.03125,0.09375,0.875
4294968521,1,31,20,0,2,7,55,0.03125,0.109375,0.859375
4294968533,1,3,2,0,1,7,56,0.015625,0.109375,0.875
4294968533,1,5,3,0,2,5,57,0.03125,0.078125,0.890625
4294968533,1,7,2,0,2,6,56,0.03125,0.09375,0.875
4294968533,1,11,9,0,1,8,55,0.015625,0.125,0.859375
4294968533,1,13,11,0,2,6,56,0.03125,0.09375,0.875
4294968533,1,17,14,0,2,5,57,0.03125,0.078125,0.890625
4294968533,1,19,8,0,2,6,56,0.03125,0.09375,0.875
4294968533,1,23,7,0,3,5,56,0.046875,0.078125,0.875
4294968533,1,29,6,0,3,5,56,0.046875,0.078125,0.875
4294968533,1,31,1,0,3,6,55,0.046875,0.09375,0.859375
4294968583,1,3,1,0,2,4,58,0.03125,0.0625,0.90625
4294968583,1,5,3,0,2,4,58,0.03125,0.0625,0.90625
4294968583,1,7,3,0,3,3,58,0.046875,0.046875,0.90625
4294968583,1,11,4,0,2,5,57,0.03125,0.078125,0.890625
4294968583,1,13,9,0,2,5,57,0.03125,0.078125,0.890625
4294968583,1,17,13,0,1,6,57,0.015625,0.09375,0.890625
4294968583,1,19,1,0,2,5,57,0.03125,0.078125,0.890625
4294968583,1,23,11,0,3,4,57,0.046875,0.0625,0.890625
4294968583,1,29,27,0,2,6,56,0.03125,0.09375,0.875
4294968583,1,31,20,0,3,5,56,0.046875,0.078125,0.875
4294968607,1,3,1,0,2,6,56,0.03125,0.09375,0.875
4294968607,1,5,2,0,2,6,56,0.03125,0.09375,0.875
4294968607,1,7,6,0,3,5,56,0.046875,0.078125,0.875
4294968607,1,11,6,0,3,5,56,0.046875,0.078125,0.875
4294968607,1,13,7,0,3,5,56,0.046875,0.078125,0.875
4294968607,1,17,3,0,2,6,56,0.03125,0.09375,0.875
4294968607,1,19,6,0,3,5,56,0.046875,0.078125,0.875
4294968607,1,23,12,0,4,4,56,0.0625,0.0625,0.875
4294968607,1,29,22,0,4,4,56,0.0625,0.0625,0.875
4294968607,1,31,13,0,5,3,56,0.078125,0.046875,0.875
4294968637,1,3,1,0,1,8,55,0.015625,0.125,0.859375
4294968637,1,5,2,0,2,6,56,0.03125,0.09375,0.875
4294968637,1,7,1,0,2,7,55,0.03125,0.109375,0.859375
4294968637,1,11,3,0,2,7,55,0.03125,0.109375,0.859375
4294968637,1,13,11,0,3,5,56,0.046875,0.078125,0.875
4294968637,1,17,16,0,2,6,56,0.03125,0.09375,0.875
4294968637,1,19,17,0,2,7,55,0.03125,0.109375,0.859375
4294968637,1,23,19,0,3,6,55,0.046875,0.09375,0.859375
4294968637,1,29,23,0,4,4,56,0.0625,0.0625,0.875
4294968637,1,31,12,0,4,5,55,0.0625,0.078125,0.859375
4294968683,1,3,2,0,2,6,56,0.03125,0.09375,0.875
4294968683,1,5,3,0,1,8,55,0.015625,0.125,0.859375
4294968683,1,7,5,0,2,7,55,0.03125,0.109375,0.859375
